     price_txt  bedrooms_csv  bathrooms_json  sqft_living_xml       max   min     promedio
52    560000.0           4.0            2.50           2940.0  560000.0  2.50  140736.6250
53    770000.0           3.0            2.25           2910.0  770000.0  2.25  193228.8125
54    395000.0           4.0            2.50           2910.0  395000.0  2.50   99479.1250
55    690000.0           4.0            2.50           2900.0  690000.0  2.50  173226.6250
56    880000.0           3.0            2.50           2870.0  880000.0  2.50  220718.8750
57    770000.0           4.0            2.75           3820.0  770000.0  2.75  193456.6875
58    840000.0           4.0            3.50           2840.0  840000.0  3.50  210711.8750
59    405600.0           5.0            1.50           2830.0  405600.0  1.50  102109.1250
60    551000.0           3.0            2.50           2830.0  551000.0  2.50  138458.8750
61    885000.0           4.0            2.50           2830.0  885000.0  2.50  221959.1250
62    675000.0           4.0            2.50           2810.0  675000.0  2.50  169454.1250
63    699900.0           4.0            2.75           2810.0  699900.0  2.75  175679.1875
64    765000.0           4.0            2.75           2790.0  765000.0  2.75  191949.1875
65    378000.0           4.0            2.50           2790.0  378000.0  2.50   95199.1250
66    740500.0           3.0            3.50           4380.0  740500.0  3.00  186221.6250
67    380000.0           5.0            2.50           2760.0  380000.0  2.50   95691.8750
68    686000.0           4.0            2.50           2760.0  686000.0  2.50  172191.6250
69    682000.0           5.0            2.75           2760.0  682000.0  2.75  171191.9375
70    750000.0           6.0            1.75           2750.0  750000.0  1.75  188189.4375
71    630000.0           4.0            2.50           2740.0  630000.0  2.50  158186.6250
72    363000.0           3.0            2.50           2740.0  363000.0  2.50   91436.3750
73    507000.0           4.0            2.50           2730.0  507000.0  2.50  127434.1250
74    374950.0           4.0            2.75           2730.0  374950.0  2.75   94421.6875
75    975000.0           4.0            2.50           2720.0  975000.0  2.50  244431.6250
76    370000.0           4.0            2.50           2720.0  370000.0  2.50   93181.6250
77    619000.0           3.0            2.50           2720.0  619000.0  2.50  155431.3750
78    465000.0           3.0            2.50           2714.0  465000.0  2.50  116929.8750
79    370000.0           4.0            2.50           2710.0  370000.0  2.50   93179.1250
80    660000.0           3.0            2.50           2680.0  660000.0  2.50  165671.3750
81    320000.0           3.0            2.50           2680.0  320000.0  2.50   80671.3750
82    807100.0           4.0            2.50           2680.0  807100.0  2.50  202446.6250
83    550000.0           4.0            3.00           2670.0  550000.0  3.00  138169.2500
84    379000.0           3.0            3.25           2660.0  379000.0  3.00   95416.5625
85    452000.0           6.0            2.25           2660.0  452000.0  2.25  113667.0625
86    730000.0           6.0            2.25           2660.0  730000.0  2.25  183167.0625
87    305000.0           5.0            2.25           2660.0  305000.0  2.25   76916.8125
88    365000.0           3.0            2.50           2653.0  365000.0  2.50   91914.6250
89    446500.0           3.0            2.50           2650.0  446500.0  2.50  112288.8750
90    429900.0           4.0            2.50           2640.0  429900.0  2.50  108136.6250
91    655000.0           4.0            2.50           2630.0  655000.0  2.50  164409.1250
92    605000.0           4.0            2.50           2620.0  605000.0  2.50  151906.6250
93    648000.0           4.0            2.50           2620.0  648000.0  2.50  162656.6250
94    659000.0           4.0            2.25           2610.0  659000.0  2.25  165404.0625
95    480000.0           4.0            2.50           2600.0  480000.0  2.50  120651.6250
96    581000.0           3.0            2.50           2600.0  581000.0  2.50  145901.3750
97    775000.0           4.0            2.25           4220.0  775000.0  2.25  194806.5625
98    673000.0           4.0            2.25           2590.0  673000.0  2.25  168899.0625
99    799000.0           4.0            3.00           2580.0  799000.0  3.00  200396.7500
100   552250.0           4.0            2.50           2580.0  552250.0  2.50  138709.1250
101   917500.0           4.0            2.50           3880.0  917500.0  2.50  230346.6250
102   348000.0           3.0            2.25           2570.0  348000.0  2.25   87643.8125
103   719000.0           4.0            2.50           2570.0  719000.0  2.50  180394.1250
104   625000.0           4.0            2.50           2570.0  625000.0  2.50  156894.1250
105   800000.0           4.0            2.50           2570.0  800000.0  2.50  200644.1250
106   485000.0           4.0            1.75           2560.0  485000.0  1.75  121891.4375
107   839900.0           4.0            3.50           3810.0  839900.0  3.50  210929.3750
108   650000.0           5.0            2.75           2550.0  650000.0  2.75  163139.4375
109   695000.0           3.0            2.75           2540.0  695000.0  2.75  174386.4375
110   480000.0           4.0            2.50           3230.0  480000.0  2.50  120809.1250
111   505000.0           3.0            1.75           2519.0  505000.0  1.75  126880.9375
112   799000.0           4.0            2.25           2510.0  799000.0  2.25  200379.0625
113   650000.0           5.0            3.50           3960.0  650000.0  3.50  163492.1250
114   662000.0           3.0            1.75           2500.0  662000.0  1.75  166126.1875
115   940000.0           4.0            2.00           2490.0  940000.0  2.00  235624.0000
116   910000.0           3.0            3.50           2480.0  910000.0  3.00  228121.6250
117   332000.0           4.0            2.50           2470.0  332000.0  2.50   83619.1250
118   359900.0           4.0            2.25           2470.0  359900.0  2.25   90594.0625
119   693000.0           4.0            2.50           2460.0  693000.0  2.50  173866.6250
120   784000.0           3.0            3.50           3950.0  784000.0  3.00  196989.1250
121   329000.0           3.0            2.25           2450.0  329000.0  2.25   82863.8125
122   525000.0           4.0            2.50           2450.0  525000.0  2.50  131864.1250
123   565000.0           4.0            2.50           2440.0  565000.0  2.50  141861.6250
124   589000.0           4.0            3.00           2440.0  589000.0  3.00  147861.7500
125   335000.0           3.0            2.50           2440.0  335000.0  2.50   84361.3750
126   677900.0           3.0            2.50           2440.0  677900.0  2.50  170086.3750
127   369950.0           3.0            1.00           2430.0  369950.0  1.00   93096.0000
128   430000.0           2.0            2.50           2420.0  430000.0  2.00  108106.1250
129   684000.0           4.0            3.50           3040.0  684000.0  3.50  171761.8750
130   301000.0           3.0            2.50           2420.0  301000.0  2.50   75856.3750
131   399950.0           4.0            2.00           2420.0  399950.0  2.00  100594.0000
132   590000.0           4.0            3.50           3100.0  590000.0  3.50  148276.8750
133   327000.0           5.0            2.75           2400.0  327000.0  2.75   82351.9375
134   750000.0           3.0            2.50           2400.0  750000.0  2.50  188101.3750
135   856600.0           4.0            2.25           2400.0  856600.0  2.25  214751.5625
136   832500.0           4.0            4.00           3430.0  832500.0  4.00  208984.5000
137   359500.0           4.0            2.25           2390.0  359500.0  2.25   90474.0625
138   339000.0           4.0            1.50           2390.0  339000.0  1.50   85348.8750
139   905000.0           4.0            2.50           3300.0  905000.0  2.50  227076.6250
140   669950.0           5.0            2.50           2820.0  669950.0  2.50  168194.3750
141   782000.0           4.0            2.50           2380.0  782000.0  2.50  196096.6250
142   360000.0           4.0            2.50           2380.0  360000.0  2.50   90596.6250
143   699800.0           2.0            2.50           2380.0  699800.0  2.00  175546.1250
144   890000.0           4.0            1.00           2550.0  890000.0  1.00  223138.7500
145   405000.0           3.0            2.50           3170.0  405000.0  2.50  102043.8750
146   752500.0           4.0            2.25           2360.0  752500.0  2.25  188716.5625
147   430000.0           3.0            2.50           2360.0  430000.0  2.50  108091.3750
148   640000.0           4.0            2.00           2360.0  640000.0  2.00  160591.5000
149   390000.0           3.0            2.50           2350.0  390000.0  2.50   98088.8750
150   472000.0           6.0            2.50           4410.0  472000.0  2.50  119104.6250
151   905000.0           4.0            3.50           2970.0  905000.0  3.50  226994.3750
152   390000.0           4.0            2.50           2340.0  390000.0  2.50   98086.6250
153   404950.0           4.0            2.25           2340.0  404950.0  2.25  101824.0625
154   527000.0           4.0            2.25           2330.0  527000.0  2.25  132334.0625
155   437500.0           3.0            2.50           2320.0  437500.0  2.50  109956.3750
156   530000.0           4.0            2.50           2320.0  530000.0  2.50  133081.6250
157   580500.0           3.0            2.50           2320.0  580500.0  2.50  145706.3750
158   597750.0           4.0            2.50           2310.0  597750.0  2.50  150016.6250
159   330000.0           3.0            2.25           2300.0  330000.0  2.25   83076.3125
160   785000.0           4.0            2.50           2290.0  785000.0  2.50  196824.1250
161   328500.0           4.0            3.00           2290.0  328500.0  3.00   82699.2500
162   450000.0           3.0            2.00           2290.0  450000.0  2.00  113073.7500
163   380000.0           3.0            2.50           2280.0  380000.0  2.50   95571.3750
164   500000.0           4.0            2.75           2280.0  500000.0  2.75  125571.6875
165   580000.0           4.0            3.00           3280.0  580000.0  3.00  145821.7500
166   855000.0           4.0            2.75           2270.0  855000.0  2.75  214319.1875
167   285000.0           5.0            2.50           2270.0  285000.0  2.50   71819.3750
168   318888.0           4.0            1.75           2320.0  318888.0  1.75   80303.4375
169   496500.0           3.0            2.50           2260.0  496500.0  2.50  124691.3750
170   538000.0           3.0            2.50           2250.0  538000.0  2.50  135063.8750
171   445838.0           3.0            2.50           2250.0  445838.0  2.50  112023.3750
172   292500.0           4.0            2.50           2250.0  292500.0  2.50   73689.1250
173   571000.0           4.0            2.00           2750.0  571000.0  2.00  143439.0000
174   279000.0           6.0            1.75           2240.0  279000.0  1.75   70311.9375
175   980000.0           4.0            2.25           2240.0  980000.0  2.25  245561.5625
176   287000.0           4.0            2.50           2240.0  287000.0  2.50   72311.6250
177   592500.0           4.0            2.50           2240.0  592500.0  2.50  148686.6250
178   625000.0           4.0            2.25           2220.0  625000.0  2.25  156806.5625
179   665000.0           4.0            2.75           3320.0  665000.0  2.75  167081.6875
180   360000.0           4.0            2.50           2210.0  360000.0  2.50   90554.1250
181   639000.0           4.0            2.50           2210.0  639000.0  2.50  160304.1250
182   455000.0           4.0            2.50           2210.0  455000.0  2.50  114304.1250
183   650000.0           4.0            2.00           2208.0  650000.0  2.00  163053.5000
184   365000.0           3.0            2.50           2200.0  365000.0  2.50   91801.3750
185   699950.0           3.0            2.25           2190.0  699950.0  2.25  175536.3125
186   310000.0           5.0            1.75           2190.0  310000.0  1.75   78049.1875
187   628000.0           3.0            1.75           4000.0  628000.0  1.75  158001.1875
188   610750.0           4.0            2.25           2180.0  610750.0  2.25  153234.0625
189   538000.0           3.0            2.25           2570.0  538000.0  2.25  135143.8125
190   449950.0           3.0            2.50           2170.0  449950.0  2.50  113031.3750
191   360000.0           4.0            2.50           2160.0  360000.0  2.50   90541.6250
192   347500.0           4.0            2.50           2156.0  347500.0  2.50   87415.6250
193   465000.0           3.0            2.50           2150.0  465000.0  2.50  116788.8750
194   419000.0           4.0            1.50           2150.0  419000.0  1.50  105288.8750
195   360000.0           4.0            1.75           3730.0  360000.0  1.75   90933.9375
196   675000.0           4.0            3.50           2140.0  675000.0  3.50  169286.8750
197   835000.0           4.0            2.75           3130.0  835000.0  2.75  209534.1875
198   799000.0           3.0            2.50           2140.0  799000.0  2.50  200286.3750
199   389000.0           4.0            2.25           2130.0  389000.0  2.25   97784.0625
200   920000.0           5.0            2.25           2730.0  920000.0  2.25  230684.3125
201   650000.0           3.0            2.50           2690.0  650000.0  2.50  163173.8750
202   375000.0           3.0            2.25           2120.0  375000.0  2.25   94281.3125
203   403950.0           4.0            2.50           2120.0  403950.0  2.50  101519.1250
204   437500.0           3.0            2.50           2120.0  437500.0  2.50  109906.3750
205   290000.0           5.0            1.50           2120.0  290000.0  1.50   73031.6250
206   530000.0           3.0            2.25           2120.0  530000.0  2.25  133031.3125
207   550000.0           3.0            2.00           2380.0  550000.0  2.00  138096.2500
208   370000.0           3.0            2.25           2110.0  370000.0  2.25   93028.8125
209   470000.0           3.0            2.50           2100.0  470000.0  2.50  118026.3750
210   740000.0           3.0            2.00           2100.0  740000.0  2.00  185526.2500
211   323000.0           3.0            1.75           2100.0  323000.0  1.75   81276.1875
212   469000.0           4.0            2.75           3550.0  469000.0  2.75  118139.1875
213   403000.0           3.0            2.75           2090.0  403000.0  2.75  101273.9375
214   460000.0           4.0            2.00           2090.0  460000.0  2.00  115524.0000
215   196000.0           3.0            2.25           2070.0  196000.0  2.25   49518.8125
216   365000.0           4.0            2.25           2070.0  365000.0  2.25   91769.0625
217   430000.0           4.0            2.50           2070.0  430000.0  2.50  108019.1250
218   560000.0           3.0            2.25           2060.0  560000.0  2.25  140516.3125
219   439000.0           4.0            2.25           2060.0  439000.0  2.25  110266.5625
220   640000.0           4.0            1.75           2060.0  640000.0  1.75  160516.4375
221   331500.0           4.0            2.50           2050.0  331500.0  2.50   83389.1250
222   280000.0           4.0            2.50           2050.0  280000.0  2.50   70514.1250
223   740000.0           4.0            2.00           2050.0  740000.0  2.00  185514.0000
224   314500.0           3.0            2.00           2050.0  314500.0  2.00   79138.7500
225   208633.0           3.0            2.50           2040.0  208633.0  2.50   52669.6250
226   520000.0           3.0            2.25           2030.0  520000.0  2.25  130508.8125
227   470000.0           5.0            1.75           2030.0  470000.0  1.75  118009.1875
228   310950.0           4.0            2.50           2030.0  310950.0  2.50   78246.6250
229   942500.0           5.0            3.50           3750.0  942500.0  3.50  236564.6250
230   720000.0           3.0            2.50           2020.0  720000.0  2.50  180506.3750
231   328000.0           3.0            2.25           2020.0  328000.0  2.25   82506.3125
232   595000.0           4.0            2.00           2020.0  595000.0  2.00  149256.5000
233   565000.0           4.0            3.00           2020.0  565000.0  3.00  141756.7500
234   250000.0           4.0            2.00           2010.0  250000.0  2.00   63004.0000
235   456500.0           4.0            3.50           2000.0  456500.0  3.50  114626.8750
236   577500.0           3.0            2.50           2000.0  577500.0  2.50  144876.3750
237   715000.0           4.0            1.00           2000.0  715000.0  1.00  179251.2500
238   243500.0           4.0            2.50           1980.0  243500.0  2.50   61371.6250
239   461000.0           3.0            3.25           2770.0  461000.0  3.00  115944.0625
240   679900.0           3.0            2.50           2440.0  679900.0  2.50  170586.3750
241   650000.0           4.0            3.00           2950.0  650000.0  3.00  163239.2500
242   490000.0           3.0            2.75           1980.0  490000.0  2.75  122996.4375
243   700000.0           4.0            1.00           1980.0  700000.0  1.00  175496.2500
244   834000.0           4.0            2.50           2370.0  834000.0  2.50  209094.1250
245   595000.0           5.0            2.75           3740.0  595000.0  2.75  149686.9375
246   346900.0           4.0            2.50           1970.0  346900.0  2.50   87219.1250
247   748000.0           4.0            3.50           2770.0  748000.0  3.50  187694.3750
248   308000.0           4.0            2.25           1960.0  308000.0  2.25   77491.5625
249   260000.0           4.0            2.50           1960.0  260000.0  2.50   65491.6250
250   640000.0           3.0            2.50           2160.0  640000.0  2.50  160541.3750
251   247500.0           3.0            1.75           1960.0  247500.0  1.75   62366.1875
252   328500.0           3.0            2.50           1950.0  328500.0  2.50   82613.8750
253   290000.0           3.0            1.50           1950.0  290000.0  1.50   72988.6250
254   361000.0           3.0            2.00           1950.0  361000.0  2.00   90738.7500
255   297000.0           3.0            2.50           1940.0  297000.0  2.50   74736.3750
256   480000.0           3.0            2.50           1940.0  480000.0  2.50  120486.3750
257   465250.0           5.0            2.00           1940.0  465250.0  2.00  116799.2500
258   365000.0           4.0            2.00           1940.0  365000.0  2.00   91736.5000
259   364950.0           4.0            2.50           1930.0  364950.0  2.50   91721.6250
260   533600.0           3.0            2.50           1930.0  533600.0  2.50  133883.8750
261   390000.0           3.0            2.50           1930.0  390000.0  2.50   97983.8750
262   342000.0           3.0            2.00           1930.0  342000.0  2.00   85983.7500
263   218000.0           5.0            1.75           1930.0  218000.0  1.75   54984.1875
264   260000.0           3.0            2.50           1920.0  260000.0  2.50   65481.3750
265   324000.0           3.0            2.50           1920.0  324000.0  2.50   81481.3750
266   340500.0           3.0            2.00           2270.0  340500.0  2.00   85693.7500
267   400000.0           3.0            1.75           1920.0  400000.0  1.75  100481.1875
268   440000.0           3.0            2.50           1910.0  440000.0  2.50  110478.8750
269   300000.0           4.0            2.50           1910.0  300000.0  2.50   75479.1250
270   785000.0           4.0            2.75           2440.0  785000.0  2.75  196861.6875
271   560000.0           3.0            2.50           1900.0  560000.0  2.50  140476.3750
272   360000.0           4.0            2.50           1900.0  360000.0  2.50   90476.6250
273   535800.0           4.0            2.50           1900.0  535800.0  2.50  134426.6250
274   940000.0           3.0            1.50           2140.0  940000.0  1.50  235536.1250
275   270000.0           4.0            2.25           1900.0  270000.0  2.25   67976.5625
276   389999.0           4.0            2.50           1890.0  389999.0  2.50   97973.8750
277   395000.0           3.0            2.00           1890.0  395000.0  2.00   99223.7500
278   880000.0           4.0            3.50           2800.0  880000.0  3.50  220701.8750
279   323000.0           3.0            2.50           1890.0  323000.0  2.50   81223.8750
280   520000.0           4.0            2.25           1890.0  520000.0  2.25  130474.0625
281   485000.0           3.0            2.50           1880.0  485000.0  2.50  121721.3750
282   811000.0           3.0            1.75           1870.0  811000.0  1.75  203218.6875
283   291000.0           4.0            2.50           1860.0  291000.0  2.50   73216.6250
284   355000.0           3.0            2.25           1860.0  355000.0  2.25   89216.3125
285   662500.0           3.0            2.50           3560.0  662500.0  2.50  166516.3750
286   559900.0           3.0            2.75           2930.0  559900.0  2.75  140708.9375
287   430000.0           4.0            3.00           1850.0  430000.0  3.00  107964.2500
288   325000.0           4.0            2.50           1850.0  325000.0  2.50   81714.1250
289   467000.0           5.0            2.25           2500.0  467000.0  2.25  117376.8125
290   289000.0           3.0            2.00           1850.0  289000.0  2.00   72713.7500
291   465000.0           3.0            2.00           1840.0  465000.0  2.00  116711.2500
292   360000.0           4.0            2.50           1840.0  360000.0  2.50   90461.6250
293   730000.0           4.0            2.25           2190.0  730000.0  2.25  183049.0625
294   435000.0           3.0            2.50           1840.0  435000.0  2.50  109211.3750
295   915000.0           5.0            2.50           2750.0  915000.0  2.50  229439.3750
296   338900.0           4.0            2.50           1830.0  338900.0  2.50   85184.1250
297   329500.0           4.0            2.50           1820.0  329500.0  2.50   82831.6250
298   322500.0           4.0            2.50           1820.0  322500.0  2.50   81081.6250
299   265000.0           3.0            1.75           1820.0  265000.0  1.75   66706.1875
300   264000.0           3.0            1.50           1820.0  264000.0  1.50   66456.1250
301   342500.0           3.0            2.50           1810.0  342500.0  2.50   86078.8750
302   530000.0           5.0            2.00           1810.0  530000.0  2.00  132954.2500
303   295000.0           3.0            2.00           1810.0  295000.0  2.00   74203.7500
304   266000.0           3.0            2.50           1805.0  266000.0  2.50   66952.6250
305   408200.0           3.0            2.50           1800.0  408200.0  2.50  102501.3750
306   865000.0           4.0            1.75           1800.0  865000.0  1.75  216701.4375
307   450000.0           4.0            2.75           2980.0  450000.0  2.75  113246.6875
308   225000.0           4.0            2.25           1800.0  225000.0  2.25   56701.5625
309   451000.0           3.0            1.75           1790.0  451000.0  1.75  113198.6875
310   370500.0           4.0            2.50           1790.0  370500.0  2.50   93074.1250
311   350000.0           3.0            2.25           1780.0  350000.0  2.25   87946.3125
312   296000.0           4.0            2.50           1780.0  296000.0  2.50   74446.6250
313   700000.0           5.0            3.25           2400.0  700000.0  3.25  175602.0625
314   325000.0           3.0            2.25           2220.0  325000.0  2.25   81806.3125
315   980000.0           5.0            2.50           3160.0  980000.0  2.50  245791.8750
316   590000.0           4.0            2.75           2910.0  590000.0  2.75  148229.1875
317   438000.0           3.0            1.75           1780.0  438000.0  1.75  109946.1875
318   630000.0           4.0            1.75           2950.0  630000.0  1.75  158238.9375
319   315000.0           6.0            2.75           2940.0  315000.0  2.75   79487.1875
320   705000.0           3.0            3.00           1970.0  705000.0  3.00  176744.0000
321   636000.0           3.0            2.50           2140.0  636000.0  2.50  159536.3750
322   317625.0           3.0            2.75           2770.0  317625.0  2.75   80100.1875
323   578000.0           4.0            2.50           3140.0  578000.0  2.50  145286.6250
324   420000.0           2.0            2.75           1760.0  420000.0  2.00  105441.1875
325   442000.0           5.0            3.00           2560.0  442000.0  3.00  111142.0000
326   320000.0           4.0            1.75           1760.0  320000.0  1.75   80441.4375
327   437000.0           3.0            2.50           1750.0  437000.0  2.50  109688.8750
328   324000.0           3.0            2.50           1750.0  324000.0  2.50   81438.8750
329   413000.0           4.0            3.50           2380.0  413000.0  3.50  103846.8750
330   420000.0           3.0            1.50           2390.0  420000.0  1.50  105598.6250
331   937000.0           3.0            1.75           2450.0  937000.0  1.75  234863.6875
332   420000.0           4.0            1.00           1750.0  420000.0  1.00  105438.7500
333   450000.0           4.0            1.75           2390.0  450000.0  1.75  113098.9375
334   330000.0           3.0            3.00           2420.0  330000.0  3.00   83106.5000
335   245000.0           3.0            1.75           1740.0  245000.0  1.75   61686.1875
336   718000.0           5.0            3.00           3070.0  718000.0  3.00  180269.5000
337   710000.0           4.0            2.00           1740.0  710000.0  2.00  177936.5000
338   245000.0           3.0            2.50           1730.0  245000.0  2.50   61683.8750
339   269950.0           3.0            2.50           1890.0  269950.0  2.50   67961.3750
340   480000.0           4.0            2.00           2180.0  480000.0  2.00  120546.5000
341   265000.0           3.0            2.50           1720.0  265000.0  2.50   66681.3750
342   477000.0           4.0            2.75           1720.0  477000.0  2.75  119681.6875
343   822500.0           5.0            3.50           2320.0  822500.0  3.50  206207.1250
344   891000.0           4.0            2.00           2330.0  891000.0  2.00  223334.0000
345   445000.0           4.0            1.75           2100.0  445000.0  1.75  111776.4375
346   487000.0           3.0            2.00           2590.0  487000.0  2.00  122398.7500
347   257500.0           3.0            2.25           1715.0  257500.0  2.25   64805.0625
348   725000.0           4.0            2.00           2110.0  725000.0  2.00  181779.0000
349   524250.0           3.0            2.50           1710.0  524250.0  2.50  131491.3750
350   431650.0           5.0            2.50           1710.0  431650.0  2.50  108341.8750
351   233000.0           3.0            2.00           1710.0  233000.0  2.00   58678.7500
352   691100.0           3.0            2.75           2360.0  691100.0  2.75  173366.4375
353   290000.0           4.0            2.50           1700.0  290000.0  2.50   72926.6250
354   210000.0           3.0            1.00           1700.0  210000.0  1.00   52926.0000
355   256883.0           3.0            2.50           1690.0  256883.0  2.50   64644.6250
356   500000.0           3.0            2.25           1690.0  500000.0  2.25  125423.8125
357   235000.0           4.0            1.50           1690.0  235000.0  1.50   59173.8750
358   347000.0           3.0            2.50           1680.0  347000.0  2.50   87171.3750
359   545000.0           3.0            1.75           1680.0  545000.0  1.75  136671.1875
360   470000.0           4.0            3.00           2380.0  470000.0  3.00  118096.7500
361   356000.0           3.0            1.50           1680.0  356000.0  1.50   89421.1250
362   510000.0           3.0            2.00           1680.0  510000.0  2.00  127921.2500
363   370000.0           3.0            2.00           1680.0  370000.0  2.00   92921.2500
364   289950.0           3.0            2.50           1670.0  289950.0  2.50   72906.3750
365   260000.0           3.0            2.50           1670.0  260000.0  2.50   65418.8750
366   484950.0           3.0            2.25           1670.0  484950.0  2.25  121656.3125
367   410000.0           4.0            1.00           1970.0  410000.0  1.00  102993.7500
368   469500.0           5.0            2.50           2970.0  469500.0  2.50  118119.3750
369   280000.0           3.0            1.50           1670.0  280000.0  1.50   70418.6250
370   227950.0           3.0            1.50           1670.0  227950.0  1.50   57406.1250
371   272000.0           3.0            1.75           2160.0  272000.0  1.75   68541.1875
372   507000.0           2.0            1.75           1670.0  507000.0  1.75  127168.4375
373   559950.0           3.0            2.50           1660.0  559950.0  2.50  140403.8750
374   342000.0           3.0            1.75           1660.0  342000.0  1.75   85916.1875
375   201000.0           5.0            1.75           1660.0  201000.0  1.75   50666.6875
376   585000.0           4.0            2.50           2160.0  585000.0  2.50  146791.6250
377   314950.0           3.0            2.25           1654.0  314950.0  2.25   79152.3125
378   463000.0           3.0            2.50           1640.0  463000.0  2.50  116161.3750
379   475000.0           3.0            2.50           1640.0  475000.0  2.50  119161.3750
380   416000.0           3.0            2.00           2220.0  416000.0  2.00  104556.2500
381   352000.0           3.0            2.25           1640.0  352000.0  2.25   88411.3125
382   795000.0           5.0            2.50           3040.0  795000.0  2.50  199511.8750
383   345000.0           5.0            2.50           3150.0  345000.0  2.50   87039.3750
384   422120.0           3.0            2.50           1630.0  422120.0  2.50  105938.8750
385   664000.0           4.0            2.75           2510.0  664000.0  2.75  166629.1875
386   840000.0           4.0            1.75           2480.0  840000.0  1.75  210621.4375
387   428750.0           3.0            1.00           1620.0  428750.0  1.00  107593.5000
388   475000.0           3.0            1.50           2480.0  475000.0  1.50  119371.1250
389   445000.0           3.0            2.25           2100.0  445000.0  2.25  111776.3125
390   320000.0           4.0            2.75           2640.0  320000.0  2.75   80661.6875
391   290900.0           2.0            2.00           1610.0  290900.0  2.00   73128.5000
392   358000.0           3.0            2.25           1610.0  358000.0  2.25   89903.8125
393   290000.0           3.0            2.50           1610.0  290000.0  2.50   72903.8750
394   215000.0           2.0            2.25           1610.0  215000.0  2.00   54153.5625
395   535000.0           4.0            1.00           1610.0  535000.0  1.00  134153.7500
396   563500.0           4.0            1.75           2085.0  563500.0  1.75  141397.6875
